pl_name,hostname,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,sy_dist
K08287.01,K08287.01,358.74318,2.25,,224.0,5482.0,0.826,
K08288.01,K08288.01,0.660663034,1.32,,2385.0,6353.0,1.134,
K07963.01,K07963.01,14.3400358,0.68,,248.0,3358.0,0.174,
K07964.01,K07964.01,0.505079006,86.41,,2997.0,5398.0,1.843,
K07965.01,K07965.01,7.19680984,1.2,,1275.0,6325.0,1.676,
K07966.01,K07966.01,1.33257715,0.44,,1553.0,5852.0,0.837,
K07967.01,K07967.01,1.33254428,0.93,,1427.0,5460.0,0.734,
K07968.01,K07968.01,424.623345,8.13,,265.0,6339.0,1.017,
K07969.01,K07969.01,1.456383399,52.87,,2721.0,6184.0,2.646,
K08076.01,K08076.01,71.10684,1.42,,523.0,6339.0,1.224,
K08077.01,K08077.01,77.177672,1.29,,327.0,4840.0,0.749,
K08078.01,K08078.01,0.805941833,29.85,,1498.0,5022.0,0.672,
K08079.01,K08079.01,0.608074963,1.15,,2362.0,6309.0,1.044,
K08080.01,K08080.01,0.559643825,27.21,,1860.0,5240.0,0.774,
K08081.01,K08081.01,0.502446098,0.43,,2705.0,6306.0,1.197,
K08082.01,K08082.01,8.2766028,2.48,,1623.0,6787.0,2.753,
K08178.01,K08178.01,256.45616,9.44,,175.0,4070.0,0.646,
K08179.01,K08179.01,138.62902498,,,,,,
K08180.01,K08180.01,185.97534,2.76,,688.0,7365.0,3.638,
K08181.01,K08181.01,388.519605,2.3,,350.0,6164.0,1.825,
K08182.01,K08182.01,60.049737,28.92,,320.0,4538.0,0.663,
K08183.01,K08183.01,5.8877038,0.6,,1026.0,6065.0,0.947,
K08184.01,K08184.01,237.26601,1.23,,299.0,5786.0,1.007,
K08289.01,K08289.01,0.93371211,0.75,,1318.0,4604.0,0.696,
K08290.01,K08290.01,461.13781,1.26,,173.0,4988.0,0.636,
K08291.01,K08291.01,0.93376089,0.57,,2064.0,6292.0,1.078,
K08292.01,K08292.01,367.761848,20.06,,623.0,5348.0,9.888,
K08293.01,K08293.01,378.65484,1.53,,258.0,6000.0,0.97,
K08294.01,K08294.01,384.356448,3.03,,255.0,5903.0,0.994,
K08295.01,K08295.01,1.75647084,0.69,,1405.0,5813.0,0.833,
K07970.01,K07970.01,1.98514635,1.28,,1299.0,5581.0,0.845,
K07971.01,K07971.01,1.33259003,0.69,,2909.0,8133.0,1.935,
K07972.01,K07972.01,1.33254024,0.59,,1658.0,6071.0,0.887,
K07973.01,K07973.01,1.33199285,,,,,,
K07974.01,K07974.01,1.33255492,0.92,,1850.0,6310.0,1.095,
K07975.01,K07975.01,1.33259095,1.14,,1776.0,6184.0,1.038,
K07976.01,K07976.01,5.82561701,1.21,,1037.0,5999.0,0.967,
K08083.01,K08083.01,234.524445,2.33,,226.0,4987.0,0.727,
K08084.01,K08084.01,317.74527,2.1,,336.0,6050.0,1.333,
K08085.01,K08085.01,419.2615,1.7,,256.0,5979.0,0.975,
K08086.01,K08086.01,18.384953,1.36,,872.0,6335.0,1.401,
K08087.01,K08087.01,1.085965104,29.66,,6297.0,15896.0,2.404,
K08088.01,K08088.01,308.185801,2.12,,230.0,5380.0,0.813,
K08089.01,K08089.01,141.400279,41.55,,945.0,4936.0,14.907,
K08185.01,K08185.01,398.71694,21.25,,205.0,5303.0,0.771,
K08186.01,K08186.01,241.8591,2.81,,315.0,5790.0,1.088,
K08187.01,K08187.01,353.04037,1.04,,196.0,5061.0,0.668,
K08188.01,K08188.01,522.33888,5.65,,327.0,5103.0,2.816,
K08189.01,K08189.01,473.56314,5.39,,449.0,7056.0,2.937,
K08190.01,K08190.01,1.332565736,33.69,,1674.0,6014.0,0.958,
K08191.01,K08191.01,385.39743,1.59,,285.0,5676.0,1.336,
K08296.01,K08296.01,272.54288087,2.35,,255.0,5677.0,0.828,
K08297.01,K08297.01,229.957537,43.78,,444.0,6419.0,2.057,
K07977.01,K07977.01,0.9439372,88.91,,2273.0,5959.0,1.365,
K07978.01,K07978.01,7.2681817,1.66,,1444.0,6297.0,2.219,
K07979.01,K07979.01,1.075158342,20.09,,6988.0,4067.0,38.446,
K07980.01,K07980.01,1.33255801,0.62,,1443.0,5161.0,0.892,
K07981.01,K07981.01,1.33250451,0.62,,1993.0,6600.0,1.157,
K07982.01,K07982.01,376.37989,3.26,,265.0,6231.0,0.955,
K07983.01,K07983.01,453.64875,2.18,,239.0,6060.0,0.925,
K08090.01,K08090.01,0.594274521,8.7,,2436.0,6321.0,1.125,
K08091.01,K08091.01,239.179477,18.27,,583.0,4915.0,6.877,
K08092.01,K08092.01,405.65377,2.03,,246.0,6102.0,0.887,
K08093.01,K08093.01,73.992267,2.86,,546.0,5271.0,1.895,
K08094.01,K08094.01,361.901618,0.95,,198.0,5053.0,0.717,
K08095.01,K08095.01,508.04103,1.89,,217.0,5672.0,0.965,
K08096.01,K08096.01,309.933134,1.8,,319.0,6299.0,1.262,
K08192.01,K08192.01,266.977677,7.86,,549.0,6619.0,3.41,
K08193.01,K08193.01,367.947848,3.72,,228.0,5570.0,0.855,
K08194.01,K08194.01,236.25776888,2.69,,460.0,6645.0,2.054,
K08195.01,K08195.01,330.80879,2.13,,290.0,6158.0,1.066,
K08196.01,K08196.01,522.64613,0.8,,92.0,3439.0,0.318,
K08197.01,K08197.01,392.94247,1.6,,347.0,6596.0,1.44,
K08198.01,K08198.01,373.89398,2.51,,206.0,5263.0,0.699,
K07984.01,K07984.01,8.5898708,1.11,,929.0,5638.0,1.088,
K07985.01,K07985.01,0.527698548,29.35,,2088.0,5638.0,0.903,
K07986.01,K07986.01,1.73984941,0.72,,1608.0,6119.0,1.031,
K07987.01,K07987.01,0.681401611,1.07,,2218.0,6173.0,1.041,
K07988.01,K07988.01,333.486169,19.3,,557.0,4989.0,7.824,
K07989.01,K07989.01,4.85603482,1.05,,1266.0,6469.0,1.193,
EPIC 220192485.01,EPIC 220192485,50.69369,8.85,,,,0.781,159.676
K2-151 b,K2-151,3.835376,1.5,,,,0.45,69.4798
K2-369 b,K2-369,5.7619248,1.37,,,5350.0,0.83,185.55
K2-232 b,K2-232,11.168459,11.859122,123.00021,1001.0,5888.0,1.233,130.72
EPIC 211946007.01,EPIC 211946007,1.982809,,,,3330.0,0.291,185.731
K2-274 b,K2-274,14.130142,2.41,,,,0.794,228.327
EPIC 211946007.01,EPIC 211946007,1.9828041248,10.89107018,,543.47,3213.0,0.293047,185.731
K2-283 b,K2-283,1.921076,3.8,,,,0.86,402.915
K2-381 b,K2-381,7.939256,1.08322371,,,4661.0,0.645652,145.701
K2-381 c,K2-381,16.034656,2.0,,,4473.0,0.675,145.701
K2-277 b,K2-277,6.3297696,,,,5673.0,0.975383,113.123
K2-73 b,K2-73,7.49543,2.45,,,5922.0,1.06,269.183
K2-85 b,K2-85,0.684557,1.37,,,4376.21,0.675849,97.2179
K2-73 b,K2-73,7.495,,,,5865.0,1.05721,269.183
K2-73 b,K2-73,7.49491004,,,,5865.0,1.05721,269.183
K2-79 b,K2-79,10.993948,3.14685573,,,5839.0,1.038427,256.011
K2-98 b,K2-98,10.136,,,,6283.0,1.50696,518.625
K2-180 b,K2-180,8.867259,4.4,,,,0.65,203.896
HIP 41378 b,HIP 41378,15.5712,2.9,,,6199.0,1.4,106.289
HIP 41378 c,HIP 41378,31.6978,2.56,,,6199.0,1.4,106.289
WASP-75 b,WASP-75,2.4841976,,,,6100.0,1.26,294.001
K2-108 b,K2-108,4.73360988,,,,5496.0,1.75896,477.295
K2-121 b,K2-121,5.186,,,,4664.8,0.649127,169.398
EPIC 211945201 b,EPIC 211945201,19.492132,6.0,,,,1.48,181.69
K2-34 b,K2-34,2.995633,13.96,,1559.0,6071.0,1.44,348.646
K2-136 d,K2-136,25.575065,1.45,,373.0,4499.0,0.66,59.2474
K2-100 b,K2-100,1.674,,,,6115.49,1.21742,188.959
K2-100 b,K2-100,1.673847,3.6,,,,1.23,188.959
K2-70 b,K2-70,13.9782,2.69,,,,0.783,232.964
K2-336 b,K2-336,21.1976,1.33,,,,0.7747,239.289
K2-68 b,K2-68,8.05423,1.73,,,,0.655,168.652
K2-123 b,K2-123,30.953,,,,3856.0,0.609039,161.555
K2-5 c,K2-5,10.93406,1.92,,511.0,4102.0,0.52,202.943
EPIC 211537087.03,K2-356,41.9,2.28,,82.0,5568.0,0.86,355.54
K2-386 b,K2-386,7.47331,2.74,,,,1.012,428.785
K2-318 b,K2-318,7.01,1.66,,456.0,3851.0,0.552,147.866
K2-123 b,K2-123,30.96028326,,,,3856.0,0.609039,161.555
K2-237 b,K2-237,2.18053332,16.06246934,434.15360396,1759.0,6180.0,1.236,314.995
K2-375 b,K2-375,14.443,,,,5826.08,1.54893,696.1
K2-35 c,K2-35,5.60906,1.69,,,4426.0,0.601,252.596
K2-123 b,K2-123,30.954,3.07,,,,0.637,161.555
EPIC 220674823 c,EPIC 220674823,13.338687,2.8,,,,0.97,244.59
EPIC 206061524.01,EPIC 206061524,5.8796123,6.5,,,4089.0,0.62,282.602
K2-39 b,K2-39,4.6049829,1.67,,,4843.0,0.74,307.47
EPIC 206061524.01,EPIC 206061524,5.8797,,,,4111.0,0.807445,282.602
K2-39 b,K2-39,4.6028,,,,4911.0,3.12057,307.47
HATS-9 b,HATS-9,1.9153073,11.937585,266.02371,1823.0,5366.0,1.503,638.7
K2-39 b,K2-39,4.60543,8.2,50.3,,4881.0,3.88,307.47
K2-39 b,K2-39,4.60497,7.09,,,4993.0,2.59,307.47
EPIC 206061524.01,EPIC 206061524,5.87975,3.76,,,4056.0,0.393,282.602
EPIC 206061524.01,EPIC 206061524,5.87913354,,,,4111.0,0.807445,282.602
K2-39 b,K2-39,4.60497,5.71,39.8,1670.0,4912.0,2.93,307.47
HATS-9 b,HATS-9,1.915298,17.2,,,,1.94,638.7
HATS-11 b,HATS-11,3.619192,10.2,,,,0.89,944.603
HATS-12 b,HATS-12,3.14272,7.8,,,,1.22,746.138
EPIC 219388192.01,EPIC 219388192,5.29266,9.6,,,,1.0,305.038
EPIC 218621322.01,EPIC 218621322,11.587502,21.9,,,,1.0,299.538
HATS-36 b,HATS-36,4.175187,13.4,,,,1.15,856.436
HATS-36 b,HATS-36,4.1752387,13.843115,1022.14128,1356.0,6149.0,1.155,856.436
HATS-9 b,HATS-9,1.915311,13.1414316,259.34928,,5494.0,1.58042,638.7
HATS-11 b,HATS-11,3.6191634,16.667783,263.7989,,5871.0,1.46198,944.603
HATS-12 b,HATS-12,3.1428347,15.513256,759.6137,,,,746.138
HATS-12 b,HATS-12,3.142846,8.84505104,,,6235.0,1.29462,746.138
EPIC 219388192.01,EPIC 219388192,5.292605,9.9778729,,,5689.0,0.969695,305.038
HATS-11 b,HATS-11,3.6191613,16.92559,270.1555,1637.0,6060.0,1.444,944.603
HATS-12 b,HATS-12,3.142833,15.13215,756.4354,2097.0,6408.0,2.21,746.138
K2-39 b,K2-39,4.60543,6.27704,28.6047,,4881.0,2.97,307.47
HATS-36 b,HATS-36,4.175186,12.92,,1203.0,5950.0,1.1,856.436
HATS-9 b,HATS-9,1.915291,13.85,,1746.0,5599.0,1.56,638.7
HATS-11 b,HATS-11,3.619188,18.03,,1596.0,6563.0,1.54,944.603
HATS-12 b,HATS-12,3.142702,7.76,,1446.0,6357.0,1.17,746.138
HATS-9 b,HATS-9,1.9153073,11.937585,261.57409,,5366.0,1.503,638.7
EPIC 214888033.01,EPIC 214888033,7.457597,8.7,,,,1.037,512.891
EPIC 216231580.01,EPIC 216231580,3.90518,16.3,,,,1.282,996.938
HATS-9 b,HATS-9,1.9153196,14.42,,,,1.592,638.7
HATS-11 b,HATS-11,3.619167,17.7,,,,1.51,944.603
HATS-36 b,HATS-36,4.175235,12.77,,,,1.0878,856.436
HATS-12 b,HATS-12,3.142811,5.69,,,,0.822,746.138
EPIC 219388192.01,EPIC 219388192,5.292627,10.98,,,,1.058,305.038
EPIC 206061524.01,EPIC 206061524,5.879829,6.97,,,,0.701,282.602
K2-329 b,K2-329,12.4551225,8.675766,82.6358,650.0,5282.0,0.822,233.237
K2-399 b,K2-399,0.759978,6.049,,,5690.0,1.541,515.491
K2-399 b,K2-399,0.759978,6.049,,,5690.0,1.541,515.491
K2-268 c,K2-268,9.327527,2.69,,696.0,5106.0,0.78,327.783
K2-18 b,K2-18,32.9418,2.28,,,3496.0,0.4,38.0266
K2-74 b,K2-74,19.565557,2.95906745,,,5929.0,1.086156,377.822
K2-198 c,K2-198,3.3596055,1.423,,1229.9,5212.9,0.757,110.567
WASP-47 d,WASP-47,9.0305419,3.06,,,5427.0,0.86,264.78
K2-110 b,K2-110,13.85870316,,,,4936.0,0.71181,116.474
K2-3 b,K2-3,10.054374,2.4,,,3927.0,0.58,44.0727
K2-273 b,K2-273,11.7195663,3.05,,849.0,5161.0,0.85,308.105
K2-72 d,K2-72,7.7599,0.73,,,3497.0,0.232,66.4321
EPIC 220674823 b,EPIC 220674823,0.571308,1.46,,,5590.0,0.83,244.59
K2-351 b,K2-351,7.80651068,,,,5739.0,1.03974,694.734
K2-31 b,K2-31,1.2578332,,,,5340.0,1.02904,110.527
K2-32 b,K2-32,8.99218,5.38,,769.0,5315.0,0.87,157.682
K2-5 b,K2-5,5.73597,1.5,,,4021.0,0.462,202.943
K2-53 b,K2-53,12.207632,2.47,,,4684.0,0.72,138.018
K2-33 b,K2-33,5.4252061,0.868,,,2890.0,0.16,139.268
K2-260 b,K2-260,2.62669768,,,,6367.0,1.69,663.834
K2-266 c,K2-266,7.814,0.705,0.29013072,664.5,4285.0,0.703,77.5586
K2-115 b,K2-115,20.273017,,,,5657.0,0.88,413.591
K2-72 c,K2-72,15.189034,1.16,,,3360.47,0.330989,66.4321
K2-413 b,K2-413,0.8094,0.7599,,,4116.0,0.7,285.162
K2-286 b,K2-286,27.359,2.1,,347.0,3926.0,0.62,76.1486
K2-16 c,K2-16,19.07536,2.14,,523.0,4761.0,0.64,334.967
K2-209 b,K2-209,2.080615,0.86850263,,,4720.0,0.712365,76.4986
HD 224018 b,HD 224018,10.6413,0.91,4.1,968.0,5784.0,1.147,105.48
K2-147 b,K2-147,0.961918,0.73,,,3775.0,0.31,90.5494
EPIC 249893012 b,EPIC 249893012,3.5951,1.95,8.75,1616.0,5430.0,1.71,321.296
K2-351 b,K2-351,7.80692,3.03,,,,1.103,694.734
K2-133 d,K2-133,11.0234,2.02,,,3655.0,0.47,75.1703
K2-372 b,K2-372,9.844,,,,5500.23,0.957455,463.88
K2-16 b,K2-16,7.61856,1.96,,,4800.0,0.67,334.967
K2-68 b,K2-68,8.05428,1.58,,,4746.0,0.675,168.652
K2-22 b,K2-22,0.381078,2.5,444.962,2100.0,3830.0,0.57,243.836
K2-22 b,K2-22,0.381078,4.75,,,3879.18,0.581569,243.836
K2-22 b,K2-22,1.143201,3.0,,,3865.0,0.382,243.836
K2-22 b,K2-22,0.38107852,4.61,,,3892.0,0.57,243.836
K2-22 b,K2-22,0.381087,4.31,,,3830.0,0.54,243.836
K2-22 b,K2-22,0.3810654,5.4,,,,0.64,243.836
K2-22 b,K2-22,0.381073,2.3,,,3879.0,0.58,243.836
K2-44 b,K2-44,5.656256,2.08,,,5840.0,1.03,476.703
K2-132 b,K2-132,9.1720535,9.02881,,1152.0,4933.0,3.79,609.818
K2-132 b,K2-132,9.1751,14.5717,155.7367,,4840.0,3.85,609.818
K2-3 c,K2-3,24.6454,1.72,,,3896.0,0.561,44.0727
EPIC 214888033.01,EPIC 214888033,7.46475831483,11.93024915,,941.04,5357.0,1.15577,512.891
HATS-11 b,HATS-11,3.61887686846,16.6459863,,1443.92,5871.0,1.46198,944.603
K2-24 c,K2-24,42.3633,7.82,26.0,,5743.0,1.21,170.562
K2-24 b,K2-24,20.8851,5.68,19.8,,5743.0,1.21,170.562
K2-31 b,K2-31,1.25785,,590.1,,5412.0,0.986,110.527
K2-32 b,K2-32,8.99218,5.38,21.1,,5315.0,0.87,157.682
K2-32 d,K2-32,31.71922,3.75,35.0,,5315.0,0.87,157.682
K2-3 b,K2-3,10.05403,2.14,8.1,,3896.0,0.561,44.0727
K2-3 c,K2-3,24.6454,1.72,4.2,,3896.0,0.561,44.0727
K2-85 b,K2-85,0.684575,1.4,,,4462.0,0.71,97.2179
K2-24 c,K2-24,42.36342,8.1,,560.0,5743.0,1.21,170.562
K2-37 d,K2-37,14.09189,2.73,,663.0,5413.0,0.85,179.943
K2-37 b,K2-37,4.44117,1.61,,974.0,5413.0,0.85,179.943
K2-32 c,K2-32,20.65614,3.48,,583.0,5315.0,0.87,157.682
K2-3 d,K2-3,44.55983,1.51,,282.0,3896.0,0.56,44.0727
HIP 41378 d,HIP 41378,156.0,3.96,,,6199.0,1.4,106.289
HIP 41378 f,HIP 41378,324.0,10.2,,,6199.0,1.4,106.289
K2-105 b,K2-105,8.267,,,,5411.15,0.915405,197.989
K2-108 b,K2-108,4.734,,,,5496.0,1.75896,477.295
K2-27 b,K2-27,6.771315,5.36,,,5797.0,1.03,249.645
K2-36 c,K2-36,5.34072,2.65,,,4953.0,0.75,109.749
K2-24 b,K2-24,20.88526,7.07,,,5717.0,1.51,170.562
K2-61 b,K2-61,2.57302,2.48,,,6293.0,1.36,405.732
K2-37 c,K2-37,6.42973,2.65,,,5512.0,0.87,179.943
K2-37 d,K2-37,14.0919,2.59,,,5512.0,0.87,179.943
K2-31 b,K2-31,1.2578542,34.0,,,5465.0,0.9,110.527
K2-32 b,K2-32,8.99213,5.62,,,5428.0,0.92,157.682
K2-66 b,K2-66,5.06965,2.49,,,5958.0,1.71,513.877
K2-79 b,K2-79,10.99573,3.69,,,5926.0,1.28,256.011
WASP-47 b,WASP-47,4.159221,12.3,,,5950.0,1.1,264.78
K2-399 b,K2-399,0.76001901813,7.29025894,,2529.02,5690.2,1.65999,515.491
HATS-11 b,HATS-11,3.6191546,,,,6060.0,1.444,944.603
K2-39 b,K2-39,4.60547,6.4,37.6,1550.0,4915.0,3.08,307.47
HATS-12 b,HATS-12,3.14324025965,,,1244.27,5780.0,,746.138
EPIC 206061524.01,EPIC 206061524,5.87672094142,8.02139241,,694.8,4111.0,0.807445,282.602
K2-329 b,K2-329,12.45636917022,8.7723254,,670.39,5278.0,0.843307,233.237
EPIC 216231580.01,EPIC 216231580,3.90723655504,15.34164425,,1199.33,5500.0,1.17027,996.938
K2-39 b,K2-39,4.60808540736,7.04461252,,1124.99,4911.0,3.12057,307.47
HATS-36 b,HATS-36,4.17471430219,13.70940899,,1185.55,5859.0,1.08854,856.436
HATS-9 b,HATS-9,1.91552575756,13.74175585,,1764.73,5494.0,1.58042,638.7
EPIC 218621322.01,EPIC 218621322,11.5843558517,5.49928933,,651.38,5631.0,1.09295,299.538
EPIC 219388192.01,EPIC 219388192,5.29136017752,11.52204139,,1027.17,5555.0,1.03676,305.038
K2-214 b,K2-214,8.596724,2.5,,,,1.29,300.64
K2-220 b,K2-220,13.683038,2.3,,,,0.99,233.514
K2-117 c,K2-117,5.443984,2.1,,,,0.52,101.632
K2-111 b,K2-111,5.35161,2.09,,,5788.0,1.17,200.394
K2-31 b,K2-31,1.25785,11.88154,563.83042,,5280.0,0.78,110.527
WASP-47 b,WASP-47,4.16071,12.9,383.0,,5576.0,1.16,264.78
WASP-47 d,WASP-47,9.095,3.71,16.8,,5576.0,1.16,264.78
WASP-47 e,WASP-47,0.789636,1.82,9.1,,5576.0,1.16,264.78
K2-127 b,K2-127,3.588158,9.1,,,,0.75,709.999
K2-121 b,K2-121,5.185972,,,,4664.8,0.649127,169.398
K2-117 b,K2-117,1.291651,2.1,,,,0.52,101.632
K2-100 b,K2-100,1.67344228,,,,6115.49,1.21742,188.959
K2-117 c,K2-117,5.44425,1.94,,,3676.0,0.513,101.632
K2-98 b,K2-98,10.13892836,,,,6283.0,1.50696,518.625
K2-85 b,K2-85,0.68458757,,,,4222.0,0.734112,97.2179
K2-27 b,K2-27,6.77093147,,,,5231.0,0.89254,249.645
K2-55 b,K2-55,2.84947127,,,,4279.0,0.737576,159.522
K2-61 b,K2-61,2.573413,1.93284331,,,5761.0,1.015751,405.732
K2-62 c,K2-62,16.197201,1.89069587,,,4636.0,0.647947,112.467
EPIC 220674823 c,EPIC 220674823,13.341245,2.53,,,5590.0,0.83,244.59
K2-27 b,K2-27,6.771315,4.48,30.9,902.0,5248.0,0.885,249.645
K2-32 d,K2-32,31.7154,3.43,10.3,537.0,5275.0,0.845,157.682
K2-189 c,K2-189,6.67934,2.48429818,,,5503.0,0.862285,242.113
HD 106315 b,HD 106315,9.5521,2.23,,,6290.0,1.18,109.353
K2-214 b,K2-214,8.596531,2.21567504,,,5768.0,1.123168,300.64
K2-220 b,K2-220,13.682511,2.21473364,,,5599.0,0.929546,233.514
K2-100 b,K2-100,1.673918,4.67,,,,1.572,188.959
K2-189 b,K2-189,5.1763,1.51234354,,,5503.0,0.862285,242.113
WASP-107 b,WASP-107,5.72149,10.53646,38.1396,770.0,4430.0,0.66,64.7414
HD 106315 c,HD 106315,21.058,4.4,,874.0,6254.0,1.281,109.353
K2-132 b,K2-132,9.173866,6.86473931,,,5035.0,2.162531,609.818
GJ 9827 c,GJ 9827,3.64802,1.36,,721.9,4255.0,0.651,29.661
GJ 9827 d,GJ 9827,6.20141,2.1,,604.9,4255.0,0.651,29.661
K2-66 b,K2-66,5.06963,2.49,21.3,1372.0,5887.0,1.67,513.877
K2-100 b,K2-100,1.6739,,,,6115.49,1.21742,188.959
K2-222 b,K2-222,15.386796,2.1,,,,0.96,101.321
K2-216 b,K2-216,2.174769,1.7,,,,0.71,115.461
K2-199 c,K2-199,7.374689,3.0,,,,0.7,107.518
K2-105 b,K2-105,8.267084,3.5,,,,0.98,197.989
K2-108 b,K2-108,4.734006,5.3,,,,1.77,477.295
K2-98 b,K2-98,10.136527,4.5,,,,1.39,518.625
K2-121 b,K2-121,5.185743,7.7,,,,0.71,169.398
K2-18 c,K2-18,8.962,,7.51,363.0,3457.0,0.411,38.0266
K2-27 b,K2-27,6.771389,4.58049508,,,5368.0,0.855055,249.645
K2-85 b,K2-85,0.684553,1.27572042,,,4441.0,0.646851,97.2179
K2-117 b,K2-117,1.2916,2.03,,868.0,3778.0,0.51,101.632
K2-181 b,K2-181,6.894256,2.84,,962.0,5608.0,1.07,360.911
K2-36 c,K2-36,5.340883,3.58036658,,,4944.0,0.745987,109.749
K2-24 c,K2-24,42.363982,7.1178989,,,5744.0,1.068173,170.562
K2-37 c,K2-37,6.429582,2.59811964,,,5382.0,0.818403,179.943
K2-37 b,K2-37,4.443774,1.52572113,,,5382.0,0.818403,179.943
K2-32 b,K2-32,8.991942,5.17103245,,,5415.0,0.839164,157.682
K2-32 c,K2-32,20.661623,3.11517954,,,5415.0,0.839164,157.682
K2-111 b,K2-111,5.351403,1.22263837,,,5741.0,0.922706,200.394
K2-220 b,K2-220,13.683256,2.39,,758.0,5660.0,1.02,233.514
K2-189 b,K2-189,2.588309,1.52,,1197.0,5519.0,0.87,242.113
K2-105 b,K2-105,8.26679,3.40690334,,,5475.0,0.908831,197.989
K2-99 b,K2-99,18.248708,10.53585955,,,6033.0,2.276457,519.229
K2-117 c,K2-117,5.444017,2.06,,537.0,3778.0,0.51,101.632
K2-199 b,K2-199,3.225423,1.88203097,,,4681.0,0.667422,107.518
K2-189 b,K2-189,2.58819,1.587,,,,0.882,242.113
WASP-47 b,WASP-47,4.1591399,12.89,362.311,,5350.0,1.15,264.78
K2-3 c,K2-3,24.64745,1.56,,374.0,3951.0,0.52,44.0727
K2-10 b,K2-10,19.30691,3.92,,703.0,5647.0,0.93,272.36
WASP-47 d,WASP-47,9.03081,3.63,15.2,,5576.0,1.15,264.78
K2-3 d,K2-3,44.5705,1.53,11.1,,,0.553,44.0727
K2-19 c,K2-19,11.90715,4.86,25.6,,5430.0,0.86,289.827
K2-19 d,K2-19,2.50856,1.14,,1252.0,5430.0,0.86,289.827
K2-19 b,K2-19,7.9194,7.74,,854.0,5430.0,0.86,289.827
K2-19 c,K2-19,11.90715,4.86,,745.0,5430.0,0.86,289.827
K2-19 d,K2-19,2.50858,1.22,,,5748.0,1.01,289.827
K2-19 b,K2-19,7.91952,8.2,,,5748.0,1.01,289.827
K2-19 b,K2-19,7.920994,7.34,,,5345.0,0.914,289.827
K2-19 c,K2-19,12.0028,4.37,,,5345.0,0.914,289.827
K2-19 d,K2-19,2.5084894,1.26,,,5368.0,0.84,289.827
K2-19 c,K2-19,11.90767,4.43,,,5368.0,0.84,289.827
K2-19 b,K2-19,7.9194979,7.46,,,5368.0,0.84,289.827
K2-19 d,K2-19,2.50856,1.14,14.0,,5430.0,0.86,289.827
K2-19 b,K2-19,7.9194,7.74,28.5,,5430.0,0.86,289.827
K2-19 c,K2-19,11.90724,4.93,,,5748.0,1.01,289.827
K2-19 b,K2-19,7.91952314,,,,5322.0,0.840476,289.827
K2-19 d,K2-19,2.508283,1.15876577,,,5391.0,0.833805,289.827
K2-19 b,K2-19,7.919493,6.751484,,,5391.0,0.833805,289.827
K2-19 c,K2-19,11.907625,4.05161714,,,5391.0,0.833805,289.827
K2-19 c,K2-19,23.81486,4.1,,,,0.823,289.827
K2-19 b,K2-19,7.919454,6.67,,,,0.823,289.827
K2-19 b,K2-19,7.91951,,54.4,,5250.0,0.881,289.827
K2-19 c,K2-19,11.9066,,7.5,,5250.0,0.881,289.827
K2-19 b,K2-19,7.9222,7.0,32.4,,5322.0,0.82,289.827
K2-19 c,K2-19,11.8993,4.1,10.8,,5322.0,0.82,289.827
K2-19 d,K2-19,2.5081,1.11,10.0,,5322.0,0.82,289.827
K2-19 b,K2-19,7.9177855286,6.59307857,,782.72,5322.0,0.840476,289.827
K2-19 b,K2-19,7.920978,,,,5430.0,0.86,289.827
K2-19 b,K2-19,7.9222,7.0,32.4,779.0,5322.0,0.82,289.827
K2-19 c,K2-19,11.8993,4.1,10.8,679.0,5322.0,0.82,289.827
WASP-47 e,WASP-47,0.789593,1.817,12.2,,5576.0,1.11133,264.78
K2-37 b,K2-37,4.4436649,1.5,,,4740.0,0.72,179.943
K2-31 b,K2-31,1.2578493,7.0,,,5251.0,0.81,110.527
K2-32 b,K2-32,8.9919156,4.79,,,4686.0,0.72,157.682
K2-32 c,K2-32,20.660987,2.88,,,4686.0,0.72,157.682
K2-55 b,K2-55,2.8492818,4.43,,,4237.0,0.65,159.522
K2-265 b,K2-265,2.3690438,1.63,,,5261.0,0.81,138.671
K2-36 b,K2-36,1.4226108,1.55,,,4886.0,0.74,109.749
K2-24 c,K2-24,42.363493,5.59,,,5071.0,0.77,170.562
K2-62 b,K2-62,6.6717686,2.18,,,4500.0,0.69,112.467
K2-10 b,K2-10,19.307107,3.83,,,5454.0,0.86,272.36
K2-18 b,K2-18,32.947328,2.17,,,3440.0,0.36,38.0266
WASP-47 b,WASP-47,4.1591739,10.5,,,5427.0,0.86,264.78
K2-3 d,K2-3,44.56115,1.7,,,3927.0,0.58,44.0727
K2-19 d,K2-19,2.5081,1.11,10.0,1142.0,5322.0,0.82,289.827
K2-24 c,K2-24,42.3633,7.82,27.0,606.0,5743.0,1.21,170.562
K2-24 b,K2-24,20.8851,5.68,21.0,767.0,5743.0,1.21,170.562
K2-3 b,K2-3,10.054544,2.08,,,,0.561,44.0727
K2-3 c,K2-3,24.64638,1.69,,,,0.561,44.0727
K2-55 b,K2-55,2.8493,,,,4279.0,0.737576,159.522
K2-19 b,K2-19,7.91943,7.11,,913.0,5519.0,0.81,289.827
K2-19 c,K2-19,11.90691,4.31,,797.0,5519.0,0.81,289.827
K2-19 b,K2-19,7.919454,7.23,,,5230.0,0.88,289.827
K2-19 c,K2-19,11.90701,4.21,,,5230.0,0.88,289.827
